input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_subject_org_,tls_expired,tls_self_signed
0-x0mta-sts.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://0-x0mta-sts.foxycart.com:443,https,nginx,text/html,GET,13.224.189.86,/,-1919837668,13.224.189.114,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
00d0y000001kv1huaw.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://00d0y000001kv1huaw.foxycart.com:443,https,nginx,text/html,GET,13.224.189.121,/,-1919837668,13.224.189.86,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
0250awebmail1.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://0250awebmail1.foxycart.com:443,https,nginx,text/html,GET,13.224.189.121,/,-1919837668,13.224.189.86,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
0982fe-test-15.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://0982fe-test-15.foxycart.com:443,https,nginx,text/html,GET,13.224.189.86,/,-1919837668,13.224.189.58,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
09a0.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://09a0.foxycart.com:443,https,nginx,text/html,GET,13.224.189.114,/,-1919837668,13.224.189.121,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
0ldev-cloudfront-origin-vlad.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://0ldev-cloudfront-origin-vlad.foxycart.com:443,https,nginx,text/html,GET,13.224.189.58,/,-1919837668,13.224.189.121,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
0zyxwvutsrqp.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://0zyxwvutsrqp.foxycart.com:443,https,nginx,text/html,GET,13.224.189.114,/,-1919837668,13.224.189.86,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
0zyxwvutsrqponmlkjihgf.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://0zyxwvutsrqponmlkjihgf.foxycart.com:443,https,nginx,text/html,GET,13.224.189.121,/,-1919837668,13.224.189.58,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
1-vk.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://1-vk.foxycart.com:443,https,nginx,text/html,GET,13.224.189.121,/,-1919837668,13.224.189.86,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
10.foxycart.com,Foxy.io | Flexible Ecommerce for Your Website,200,40608,www.foxy.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-24T00:00:00Z,2023-11-06T23:59:59Z,CN=*.foxycart.com,*.foxycart.com,*.foxy.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1dcf33936a0b768f028d01e2c83de768,a1e16f3d7b2b13b61fcc92f826f45b998107bf197d22db3224ebd1cafaacd378,True,ctls,www.foxy.io,cloudfront,443,https://10.foxycart.com:443,https,nginx,text/html,GET,13.224.189.86,/,-1919837668,13.224.189.58,Nginx,133,False,True,https://www.foxy.io/?redirected=true,,,,
