input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,tls_expired
*.cloudflare.com,Cloudflare - The Web Performance & Security Company | Cloudflare,200,333568,,www.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-26T23:59:59Z,"CN=www.cloudflare.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.cloudflare.com,"Cloudflare, Inc.",www.cloudflare.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5382f18b27204b4b24be31359b189e3b,3e65041447192fd8379f12182581005d7937f000cfe102248de704bb480fa4ec,,ctls,www.cloudflare.com,cloudflare,443,https://cloudflare.com:443,https,cloudflare,text/html,GET,104.16.132.229,/,1914658187,2606:4700::6810:85e5,React,90,False,True,https://www.cloudflare.com/,,
*.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,marketingplatform.google.com,,443,https://google-analytics.com:443,https,sffe,text/html,GET,172.217.16.132,/,302920777,2a00:1450:4001:827::2004,HTTP/3,1833,False,,https://marketingplatform.google.com/about/analytics/,,
*.googleapis.com,Error 404 (Not Found)!!1,404,1561,,googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:17Z,2023-09-11T08:20:16Z,CN=*.googleapis.com,*.googleapis.com,,*.clients6.google.ws,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,47b5590e5460fccfe62735a45d11c93c,673ef6b84c916d86e91e11870d377226a39b50290fae7bfc19fb8cffadf502db,True,ctls,googleapis.com,,443,https://googleapis.com:443,https,,text/html,GET,172.217.16.196,/,302920777,2a00:1450:4001:827::2004,HTTP/3,12,False,,,,
*.itslearning.com:*,The Best Learning Management System (LMS) | itslearning Global,200,460877,,itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-13T00:00:00Z,2024-06-11T23:59:59Z,"CN=itslearning.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",itslearning.com,"Cloudflare, Inc.",itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",961b93d3cb5b973c93016469ac297723,04e6ee09fefd662c5bdea85b3ce3add9ba733599389fcba97010a0b3487f94fb,,ctls,itslearning.com,,443,https://itslearning.com:443,https,cloudflare,text/html,GET,,/,-1840324437,,Yoast SEO Premium:15.2.1,3066,False,,https://itslearning.com/global/,,
1files.itslearning.com,Login: Select your site to access itslearning for your school,200,76388,https://ssonot.aselect.entree.kennisnet.nl,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4606ea0578712de008ccd6f90cafcc53,19cda6c914b304ca0db868048b08de4ebe1b3e202c2d30fcc99f1e13827dac66,True,ctls,eu1.itslearning.com,cloudflare,443,https://1files.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,174,False,True,https://eu1.itslearning.com/welcome.aspx,,
2ffiles.itslearning.com,Login: Select your site to access itslearning for your school,200,76388,https://ssonot.entree.kennisnet.nl,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4606ea0578712de008ccd6f90cafcc53,19cda6c914b304ca0db868048b08de4ebe1b3e202c2d30fcc99f1e13827dac66,True,ctls,eu1.itslearning.com,cloudflare,443,https://2ffiles.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,174,False,True,https://eu1.itslearning.com/welcome.aspx,,
3ifa.itslearning.com,Page de connexion itslearning,200,19758,https://vjs.zencdn.net/vttjs/0.12.4/vtt.global.min.js,3ifa.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4606ea0578712de008ccd6f90cafcc53,19cda6c914b304ca0db868048b08de4ebe1b3e202c2d30fcc99f1e13827dac66,True,ctls,3ifa.itslearning.com,cloudflare,443,https://3ifa.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,256,False,True,,,
461montblanc.itslearning.com,Login: Select your site to access itslearning for your school,200,76388,https://apis.google.com,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4606ea0578712de008ccd6f90cafcc53,19cda6c914b304ca0db868048b08de4ebe1b3e202c2d30fcc99f1e13827dac66,True,ctls,eu1.itslearning.com,cloudflare,443,https://461montblanc.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,174,False,True,https://eu1.itslearning.com/welcome.aspx,,
7-7-rrmc-andorra.itslearning.com,Login: Select your site to access itslearning for your school,200,76388,https://spellchecker.skoleintra.dk,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4606ea0578712de008ccd6f90cafcc53,19cda6c914b304ca0db868048b08de4ebe1b3e202c2d30fcc99f1e13827dac66,True,ctls,eu1.itslearning.com,cloudflare,443,https://7-7-rrmc-andorra.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,174,False,True,https://eu1.itslearning.com/welcome.aspx,,
a1files.itslearning.com,Login: Select your site to access itslearning for your school,200,76388,https://widgets.remind.com,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4606ea0578712de008ccd6f90cafcc53,19cda6c914b304ca0db868048b08de4ebe1b3e202c2d30fcc99f1e13827dac66,True,ctls,eu1.itslearning.com,cloudflare,443,https://a1files.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,174,False,True,https://eu1.itslearning.com/welcome.aspx,,
