new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,mx,ns,txt
,central-s3.maven.org,199.232.16.129,,a.prod.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,
,insecure.repo1.maven.org,146.75.120.204,,nonssl.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,
,maven.org,"108.138.64.68, 108.138.64.104, 108.138.64.126, 108.138.64.50, 205.251.192.88, 205.251.194.251, 205.251.196.135, 205.251.199.173",,,"ns-1965.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com","ns-1159.awsdns-16.org, ns-1965.awsdns-53.co.uk, ns-88.awsdns-11.com, ns-763.awsdns-31.net","google-site-verification=kIoywd3rJK77Y3K-43bLXjCjaM3SbICRAFqblaisa5s, v=spf1 -all, adobe-idp-site-verification=12b60633b0ad74996a3b714607dee55c91d8675d698e38523181ea6e59861602, google-site-verification=2DAKh3_zVRXO77GkkQVvImhtFB0MykXwQ7mii0NIS1k, google-site-verification=B1acI_wziT1zGWV-fxiLDSUXqT86kRJJWQn_nhw3JuY"
,repo.apache.maven.org,"151.101.64.215, 151.101.128.215, 151.101.192.215, 151.101.0.215","2a04:4e42:400::215, 2a04:4e42:600::215, 2a04:4e42::215, 2a04:4e42:200::215",maven.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,
,repo1.maven.org,"199.232.196.209, 199.232.192.209","2a04:4e42:4d::209, 2a04:4e42:4c::209",dualstack.sonatype.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,
,search-aws.maven.org,"34.206.144.62, 54.172.147.226",,search-maven-org-prod-env.us-east-1.elasticbeanstalk.com,"ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,
,search-stage.maven.org,"99.86.4.113, 99.86.4.70, 99.86.4.110, 99.86.4.74",,,"ns-1965.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,search.maven.org,,,"search-aws.maven.org, search-maven-org-prod-env.us-east-1.elasticbeanstalk.com","ns-59.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,
,status.maven.org,,,68grm88cvpc8.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,
,www.maven.org,,,,"ns-1965.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
