new,host,ttl,a,soa,status_code,txt,has_internal_ips,internal_ips,mx,cname
[x],bluejeans.com,900,192.229.210.84,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,"atlassian-domain-verification=x26CvfzyW53DNyTtv5gFcqTxRyoI3nVEc4aGjUGO5hziVKAv87ZxHtIG8EFwCTCU, sophos-domain-verification=80f2975a5b7f8993df83d0b0fc3fa39b2f87e807da9aeae054c8b160745455e1, google-site-verification=KHpoqnjoc2-WK8rfA9natBxpyW8gz43IZs4g0TW9NHs, status-page-domain-verification=63mrn97kzjff, mixpanel-domain-verify=4c49fa40-0719-4bca-93af-96853349ec4c, MS=ms86014902, google-site-verification=zRt3vIfTvvsatHCJM5oNvKzVYAy-M_LCt-4sbyhfsIs, c7s7sdn6cb7px0z3zhc8971bv0njt2x9, atlassian-domain-verification=IWOGnVTBqstnpGxa6aWUj6oWIuk4kB94F0OVmbwNNWkehkTYYfjTtIfq9URnqzty, google-site-verification=eXZ6p5X4JS7NnN99oxXhTxqAb-BQP58n6I_VY11CILc, google-site-verification=F7TV8kPa82G-ETFMzLXJJe40OFATbqby8cvo1JTzODI, v=spf1, include:sendgrid.net, include:stspg-customer.com, include:spf.protection.outlook.com, include:spf-0024a201.pphosted.com, include:_spf2.bluejeans.com, include:_spf3.bluejeans.com, ip4:64.79.155.192, ~all, atlassian-domain-verification=RxGzRU6zrSbaZt0CwEM91Pbu8o5lx3eeJIcrGTxI0rcVQhuF4XrIh7X1eIXUAWXm, google-site-verification=1ncXINeqHDjczNJVN2uUnxro35mH-_PgEf7o1_NXAcg, google-site-verification=YHi9b1eSBNgypOPymeAyC-0gVzcjSB7HOGjgccoPrHM, google-site-verification=n55oVAXGeRckXO_wKpbf8TB7ee0LXk2dEvGGYXbLEjU, mongodb-site-verification=M9ZVezFh4SClBlFKW7zaI43ctcEkoJ1P",,,"mx0a-0024a201.pphosted.com, mx0b-0024a201.pphosted.com",
,a.bluejeans.com,900,44.239.84.214,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,google-site-verification=gTzxOP5zMFZNM2VE2CDT1GRqu5nACysdBcy7jIHrbDo,,,,
,a2.bluejeans.com,900,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
,a3.bluejeans.com,900,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
,a4.bluejeans.com,900,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
,a5.bluejeans.com,721,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
,a6.bluejeans.com,900,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
,api-a3.bluejeans.com,784,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
,api-a4.bluejeans.com,900,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
,api-a5.bluejeans.com,900,199.48.152.50,"{'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}, {'name': 'bluejeans.com', 'ns': 'ns-tmtr.verizon.com', 'mailbox': 'dnsadmin.verizon.com', 'serial': 6, 'refresh': 1800, 'retry': 600, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,
