input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url
alpha.yellow.org,Home - Opendax,200,14198,alpha.yellow.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ef9d26a781e0111888b69a46f205f9a1,11cccf25f6fd6f24952af233053b44c8cf3917e8621f55267352f91cc94bd679,True,ctls,alpha.yellow.org,cloudflare,443,https://alpha.yellow.org:443,https,cloudflare,text/html,GET,188.114.96.3,/,1400229265,2a06:98c1:3121::3,React,1,False,True,https://goerli.infura.io,
forms.yellow.org,Free Online Form Builder | Tally,404,134825,forms.yellow.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T22:02:50Z,2023-08-15T22:02:49Z,CN=forms.yellow.org,forms.yellow.org,,forms.yellow.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85176624774bd10efb8b205468bf7e9f,789cb88384f34659bf3cf0069554466e4dd997e43c685e9bc135bdbf5c99e96d,,ctls,forms.yellow.org,google,443,https://forms.yellow.org:443,https,,text/html,GET,35.205.106.218,/,-1901157002,35.205.106.218,HSTS,101,False,True,,
https://cdn.jsdelivr.net,"jsDelivr - A free, fast, and reliable CDN for JS and open source",200,44514,www.jsdelivr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-28T09:01:27Z,2023-08-26T09:01:26Z,CN=www.jsdelivr.com,www.jsdelivr.com,,www.jsdelivr.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4adafedd29a123e433475c0491a55fc6,9adb2ae78579d5e63d05d18879be86883edded049afe0b990dc7f15a31efb293,,ctls,www.jsdelivr.com,fastly,443,https://cdn.jsdelivr.net:443,https,cloudflare,text/html,GET,151.101.129.229,/,-2029005286,2a04:4e42:400::485,HTTP/3,55,False,True,,https://www.jsdelivr.com
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.181.234,/,-606046040,2a00:1450:4001:813::200a,HTTP/3,1,False,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.185.131,/,302920777,2a00:1450:4001:80b::2003,HTTP/3,12,False,,,
https://goerli.infura.io,,404,19,goerli.infura.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-27T23:59:59Z,CN=*.infura.io,*.infura.io,,*.prod.infura.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,db191d9da278d4281c7312b955e45588,424e766b73276a406fd6e8393ea6d5b7424ecc468d8bac7dc92b99413cff8949,True,ctls,goerli.infura.io,,443,https://goerli.infura.io:443,https,,text/plain,GET,100.25.5.249,/,-138391155,52.203.124.0,,2,False,,,
https://mainnet.infura.io/v3/4ae27108c4354b70a4c5390a5359c0cb,,404,19,mainnet.infura.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-27T23:59:59Z,CN=*.infura.io,*.infura.io,,*.prod.infura.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,db191d9da278d4281c7312b955e45588,424e766b73276a406fd6e8393ea6d5b7424ecc468d8bac7dc92b99413cff8949,True,ctls,mainnet.infura.io,,443,https://mainnet.infura.io:443/v3/4ae27108c4354b70a4c5390a5359c0cb,https,,text/plain,GET,54.145.76.20,/v3/4ae27108c4354b70a4c5390a5359c0cb,-138391155,44.198.201.53,,2,False,,,
https://rinkeby.infura.io,,403,10,rinkeby.infura.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-27T23:59:59Z,CN=*.infura.io,*.infura.io,,*.prod.infura.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,db191d9da278d4281c7312b955e45588,424e766b73276a406fd6e8393ea6d5b7424ecc468d8bac7dc92b99413cff8949,True,ctls,rinkeby.infura.io,,443,https://rinkeby.infura.io:443,https,,text/plain,GET,54.87.28.144,/,-690298935,3.225.54.91,,2,False,,,
https://rpc-mainnet.maticvigil.com,,200,80,rpc-mainnet.maticvigil.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.maticvigil.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",cc156d5759dc35007700aa06a1e7de0f,582a3c03e06a673fee930c73575c4b6d077a36c136839023b385a6f6bac986c5,True,ctls,rpc-mainnet.maticvigil.com,cloudflare,443,https://rpc-mainnet.maticvigil.com:443,https,cloudflare,text/plain,GET,104.18.7.58,/,1657314230,2606:4700::6812:63a,Cloudflare,1,False,True,,
testnet.yellow.org,Yellow DeFi - Discover WEB 3.0 Internet of Finance,200,179825,testnet.yellow.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ef9d26a781e0111888b69a46f205f9a1,11cccf25f6fd6f24952af233053b44c8cf3917e8621f55267352f91cc94bd679,True,ctls,testnet.yellow.org,cloudflare,443,https://testnet.yellow.org:443,https,cloudflare,text/html,GET,188.114.96.3,/,36822800,2a06:98c1:3120::3,webpack,1,False,True,,
