input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,tls_mismatched,final_url,csp_domains_
booztlet.com,Booztlet.com | Outlet | Große Auswahl an Outlet-Mode,200,358227,www.booztlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",booztlet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f5fc5ea6c077bf50f3d92b4b7b50577,1d19be04f396f5202a2ecd3acaf6bec848cf0346efbbd9a663138940d4512931,True,ctls,www.booztlet.com,cloudflare,443,https://booztlet.com:443,https,cloudflare,text/html,GET,104.18.180.197,/,-306436488,2606:4700::6812:b3c5,Stimulus,374,False,True,,,https://www.booztlet.com/de/de,wss://*.kronor.io
calendar.boozt.com,Sign in - Google Accounts,200,1402,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:58:13Z,2023-08-11T12:58:12Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a9b90802fa5b6e6c4195301909ae98ad,de323320be6ab0baf76489cc96737ba3816b45e3b0fedd1fd52322421615e027,,ctls,www.google.com,,80,http://calendar.boozt.com:80,http,GSE,text/html,GET,142.250.74.211,/,1527776161,2a00:1450:4001:803::2013,OpenGSE,32,False,,,,https://www.google.com/a/boozt.com/ServiceLogin?service=cl&continue=https://calendar.google.com/calendar/&followup=https://calendar.google.com/calendar/&osid=1&passive=1209600,url=https://www.google.com/accounts/AccountChooser?hd=boozt.com&continue=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&followup=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&osid=1&service=cl
click.boozt.com,Welcome to nginx!,200,2219,click.boozt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.boozt.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6075f78adb26322408cb405da6e7c158,620796e4639b3cfa5b901a04af82896b5587aa0f07fb5db8386d80928746ff2e,True,ctls,click.boozt.com,cloudflare,80,http://click.boozt.com:80,http,cloudflare,text/html,GET,104.16.129.31,/,-826273981,2606:4700::6810:801f,HTTP/3,27,False,True,,,https://click.boozt.com/,
click.booztlet.com,Welcome to nginx!,200,997,click.booztlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",booztlet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f5fc5ea6c077bf50f3d92b4b7b50577,1d19be04f396f5202a2ecd3acaf6bec848cf0346efbbd9a663138940d4512931,True,ctls,click.booztlet.com,cloudflare,443,https://click.booztlet.com:443,https,cloudflare,text/html,GET,104.18.178.197,/,1655015409,2606:4700::6812:b1c5,HTTP/3,25,False,True,,,,
click.email.boozt.com,403 - Forbidden: Access is denied.,403,1233,click.email.boozt.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=click.email.boozt.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.email.boozt.com,"SALESFORCE.COM, INC.",click.email.boozt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8283320f24776215ba75ea6d4f913538,dc5c26debb97fd7a34463666d2df356a39faa8e587bf66e1131021bba6b0f53b,,ctls,click.email.boozt.com,,443,https://click.email.boozt.com:443,https,,text/html,GET,13.111.45.146,/,1631801191,13.111.45.146,HSTS,30,False,,,,,
click.email.booztlet.com,403 - Forbidden: Access is denied.,403,1233,click.email.booztlet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=click.email.booztlet.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.email.booztlet.com,"SALESFORCE.COM, INC.",click.email.booztlet.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,330087b97f6b8500fde670f5ad6d22c1,c905f5f05ae23f12469fbf64683b62719237a8eca29c44d3059696c88e699ce1,,ctls,click.email.booztlet.com,,443,https://click.email.booztlet.com:443,https,,text/html,GET,13.111.45.147,/,1631801191,13.111.45.147,HSTS,30,False,,,,,
cloud.booztlet.com,404 Not Found,404,525,cloud.booztlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",booztlet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f5fc5ea6c077bf50f3d92b4b7b50577,1d19be04f396f5202a2ecd3acaf6bec848cf0346efbbd9a663138940d4512931,True,ctls,cloud.booztlet.com,cloudflare,443,https://cloud.booztlet.com:443,https,cloudflare,text/html,GET,104.18.177.197,/,1866798944,2606:4700::6812:b4c5,HTTP/3,9,False,True,,,,
delivery-time.boozt.com,502 Bad Gateway,502,166,delivery-time.boozt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-03-09T20:40:00Z,2035-03-06T20:40:00Z,"CN=CloudFlare Origin Certificate, OU=CloudFlare Origin CA, O=CloudFlare\, Inc.",CloudFlare Origin Certificate,"CloudFlare, Inc.",delivery-time.boozt.com,"ST=California, L=San Francisco, OU=CloudFlare Origin SSL Certificate Authority, O=CloudFlare\, Inc., C=US",,"CloudFlare, Inc.",bdc0dcf798a5519e05f8983ea82e9933,c6dd2dafd371f020da579f0a6818f06c7c19f1ae506c1359a4b384274c761c5b,,ctls,delivery-time.boozt.com,,443,https://delivery-time.boozt.com:443,https,Google Frontend,text/html,GET,142.250.181.243,/,-706682323,2a00:1450:4001:828::2013,Google Cloud Trace,8,False,,,,,
fpt.boozt.com,403 Forbidden,403,295,fpt.boozt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T16:56:08Z,2023-07-12T17:51:02Z,CN=fpt.boozt.com,fpt.boozt.com,,fpt.boozt.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d0dad11bdafe8063997d6e2cd963478e,688dbb7840f1a968a6fc277dd4a132e44e15927695cd8c966f6d546aa34b5b04,,ctls,fpt.boozt.com,google,443,https://fpt.boozt.com:443,https,Google Frontend,text/html,GET,35.227.225.212,/,298740160,2600:1901:0:576::,HTTP/3,11,False,True,,,,
fpt.booztlet.com,403 Forbidden,403,295,fpt.booztlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T22:17:44Z,2023-07-07T23:12:18Z,CN=fpt.booztlet.com,fpt.booztlet.com,,fpt.booztlet.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,3d926ec21a3fcd30e6569a3b96098730,a484929bb88dfba66cb777499b5dd49885b1a144d78c970284adba378df43002,,ctls,fpt.booztlet.com,google,443,https://fpt.booztlet.com:443,https,Google Frontend,text/html,GET,34.120.63.215,/,298740160,2600:1901:0:fd98::,HTTP/3,11,False,True,,,,
