input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,tls_mismatched,csp_domains_,final_url
boozt.com,Boozt.com | Täglich neue Artikel,200,164973,www.boozt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.boozt.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6075f78adb26322408cb405da6e7c158,620796e4639b3cfa5b901a04af82896b5587aa0f07fb5db8386d80928746ff2e,True,ctls,www.boozt.com,cloudflare,443,https://boozt.com:443,https,cloudflare,text/html,GET,104.16.130.31,/,-1472186766,2606:4700::6810:ff1e,Stimulus,562,False,True,,,*.google.is,https://www.boozt.com/de/de
booztlet.com,Booztlet.com | Outlet | Große Auswahl an Outlet-Mode,200,361066,www.booztlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",booztlet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f5fc5ea6c077bf50f3d92b4b7b50577,1d19be04f396f5202a2ecd3acaf6bec848cf0346efbbd9a663138940d4512931,True,ctls,www.booztlet.com,cloudflare,443,https://booztlet.com:443,https,cloudflare,text/html,GET,104.18.180.197,/,-306436488,2606:4700::6812:b3c5,Stimulus,374,False,True,,,cdn.cookielaw.org,https://www.booztlet.com/de/de
calendar.boozt.com,Sign in - Google Accounts,200,1402,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:58:13Z,2023-08-11T12:58:12Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a9b90802fa5b6e6c4195301909ae98ad,de323320be6ab0baf76489cc96737ba3816b45e3b0fedd1fd52322421615e027,,ctls,www.google.com,,80,http://calendar.boozt.com:80,http,GSE,text/html,GET,142.250.186.179,/,1351139412,2a00:1450:4001:82f::2013,OpenGSE,32,False,,,,url=https://www.google.com/accounts/AccountChooser?hd=boozt.com&continue=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&followup=https%3A%2F%2Fcalendar.google.com%2Fcalendar%2F&osid=1&service=cl,https://www.google.com/a/boozt.com/ServiceLogin?service=cl&continue=https://calendar.google.com/calendar/&followup=https://calendar.google.com/calendar/&osid=1&passive=1209600
click.boozt.com,Welcome to nginx!,200,2219,click.boozt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.boozt.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6075f78adb26322408cb405da6e7c158,620796e4639b3cfa5b901a04af82896b5587aa0f07fb5db8386d80928746ff2e,True,ctls,click.boozt.com,cloudflare,443,https://click.boozt.com:443,https,cloudflare,text/html,GET,104.16.130.31,/,1314768483,2606:4700::6810:ff1e,HTTP/3,27,False,True,,,,
click.booztlet.com,Welcome to nginx!,200,997,click.booztlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",booztlet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f5fc5ea6c077bf50f3d92b4b7b50577,1d19be04f396f5202a2ecd3acaf6bec848cf0346efbbd9a663138940d4512931,True,ctls,click.booztlet.com,cloudflare,443,https://click.booztlet.com:443,https,cloudflare,text/html,GET,104.18.177.197,/,2075616147,2606:4700::6812:b5c5,HTTP/3,25,False,True,,,,
click.email.boozt.com,403 - Forbidden: Access is denied.,403,1233,click.email.boozt.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=click.email.boozt.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.email.boozt.com,"SALESFORCE.COM, INC.",click.email.boozt.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8283320f24776215ba75ea6d4f913538,dc5c26debb97fd7a34463666d2df356a39faa8e587bf66e1131021bba6b0f53b,,ctls,click.email.boozt.com,,443,https://click.email.boozt.com:443,https,,text/html,GET,13.111.45.146,/,1631801191,13.111.45.146,HSTS,30,False,,,,,
click.email.booztlet.com,403 - Forbidden: Access is denied.,403,1233,click.email.booztlet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=click.email.booztlet.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.email.booztlet.com,"SALESFORCE.COM, INC.",click.email.booztlet.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,330087b97f6b8500fde670f5ad6d22c1,c905f5f05ae23f12469fbf64683b62719237a8eca29c44d3059696c88e699ce1,,ctls,click.email.booztlet.com,,443,https://click.email.booztlet.com:443,https,,text/html,GET,13.111.45.147,/,1631801191,13.111.45.147,HSTS,30,False,,,,,
cloud.booztlet.com,404 Not Found,404,525,cloud.booztlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",booztlet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f5fc5ea6c077bf50f3d92b4b7b50577,1d19be04f396f5202a2ecd3acaf6bec848cf0346efbbd9a663138940d4512931,True,ctls,cloud.booztlet.com,cloudflare,443,https://cloud.booztlet.com:443,https,cloudflare,text/html,GET,104.18.177.197,/,391409424,2606:4700::6812:b1c5,HTTP/3,9,False,True,,,,
delivery-time.boozt.com,502 Bad Gateway,502,166,delivery-time.boozt.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-03-09T20:40:00Z,2035-03-06T20:40:00Z,"CN=CloudFlare Origin Certificate, OU=CloudFlare Origin CA, O=CloudFlare\, Inc.",CloudFlare Origin Certificate,"CloudFlare, Inc.",delivery-time.boozt.com,"ST=California, L=San Francisco, OU=CloudFlare Origin SSL Certificate Authority, O=CloudFlare\, Inc., C=US",,"CloudFlare, Inc.",bdc0dcf798a5519e05f8983ea82e9933,c6dd2dafd371f020da579f0a6818f06c7c19f1ae506c1359a4b384274c761c5b,,ctls,delivery-time.boozt.com,,443,https://delivery-time.boozt.com:443,https,Google Frontend,text/html,GET,142.250.186.115,/,-706682323,2a00:1450:4001:82f::2013,Google Cloud Trace,8,False,,,,,
drive.boozt.com,Sign in - Google Accounts,200,1449,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:58:13Z,2023-08-11T12:58:12Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a9b90802fa5b6e6c4195301909ae98ad,de323320be6ab0baf76489cc96737ba3816b45e3b0fedd1fd52322421615e027,,ctls,www.google.com,,80,http://drive.boozt.com:80,http,GSE,text/html,GET,142.250.181.243,/,1771275239,2a00:1450:4001:80b::2013,OpenGSE,32,False,,,,url=https://www.google.com/accounts/AccountChooser?hd=boozt.com&continue=https%3A%2F%2Fdrive.google.com%2Fa%2Fboozt.com%2F&followup=https%3A%2F%2Fdrive.google.com%2Fa%2Fboozt.com%2F&osid=1&service=wise&faa=1,https://www.google.com/a/boozt.com/ServiceLogin?service=wise&passive=1209600&osid=1&continue=https://drive.google.com/a/boozt.com/&followup=https://drive.google.com/a/boozt.com/&faa=1
