input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_,tls_mismatched
*.amplitude.com,Amplitude | Product Analytics & Event Tracking Platform | Amplitude,200,297108,amplitude.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-14T23:59:59Z,CN=*.amplitude.com,*.amplitude.com,amplitude.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,4666e0796ab29d5bbff77ea132d95ee2,b6fb73c2f4a87e5f215e1fd93dcfbdfe444fbd5254fb16a2eeef91fbcbeca6a0,ctls,amplitude.com,,443,https://amplitude.com:443,https,nginx/1.22.0,GET,76.223.69.48,/,1001190211,13.248.219.127,webpack,1,False,,text/html,,True,,,
*.gitbook.com,GitBook - Where technical teams document,200,65275,www.gitbook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-04-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,gitbook.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4991886b556f7c1ff0be94cfbcc73319,9db6ff3822ccb682f86d02eb63112db9ad0f73a30882f407fe1b46307b964e73,ctls,www.gitbook.com,cloudflare,443,https://gitbook.com:443,https,cloudflare,GET,104.18.6.84,/,-1391195968,2606:4700::6812:754,Vercel,459,False,True,text/html,"Cloudflare, Inc.",True,https://www.gitbook.com,,
*.google.com,Google,200,245388,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,ctls,www.google.com,,443,https://google.com:443,https,gws,GET,216.58.212.142,/,708578229,2a00:1450:4001:82b::200e,HTTP/3,153,False,,text/html,,,https://www.google.com/,https://csp.withgoogle.com/csp/gws/other-hp,
*.googleapis.com,Error 404 (Not Found)!!1,404,1561,googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:17Z,2023-09-11T08:20:16Z,CN=*.googleapis.com,*.googleapis.com,*.clients6.google.ws,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,47b5590e5460fccfe62735a45d11c93c,673ef6b84c916d86e91e11870d377226a39b50290fae7bfc19fb8cffadf502db,ctls,googleapis.com,,443,https://googleapis.com:443,https,,GET,142.250.186.68,/,302920777,2a00:1450:4001:828::2004,HTTP/3,12,False,,text/html,,True,,,
*.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,ctls,www.gstatic.com,,443,https://gstatic.com:443,https,sffe,GET,142.250.185.227,/,302920777,2a00:1450:4001:813::2003,HTTP/3,12,False,,text/html,,True,https://www.gstatic.com/,,
*.iframe.ly,Your external media embeds - Iframely,200,7189,iframe.ly,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-22T16:12:31Z,2023-09-20T16:12:30Z,CN=iframe.ly,iframe.ly,iframe.ly,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,56e5c149e1c5f7ef0c126ba41ba8a522,5438634c5b0033ec7de7d0390da93a7160dbcad7d231b0038334207667172368,ctls,iframe.ly,,443,https://iframe.ly:443,https,nginx,GET,13.248.132.76,/,-1927739536,76.223.3.34,Nginx,89,False,,text/html,,True,https://iframe.ly/consents,,
*.intercom-attachments-1.com,Making Internet Business Personal | Intercom,200,938063,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,cloudfront,443,https://intercom-attachments-1.com:443,https,nginx,GET,143.204.215.106,/,-1840324437,2600:9000:214f:ba00:19:1477:f380:93a1,Nginx,12,False,True,text/html,,True,https://www.intercom.com/,gw.linkedin.oribi.io,
*.intercom-attachments-2.com,Making Internet Business Personal | Intercom,200,938063,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,cloudfront,443,https://intercom-attachments-2.com:443,https,nginx,GET,143.204.215.106,/,-1840324437,2600:9000:214f:9e00:19:1477:f380:93a1,Nginx,12,False,True,text/html,,True,https://www.intercom.com/,http://*.hotjar.com:*,
*.intercom-attachments-3.com,Making Internet Business Personal | Intercom,200,938063,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,cloudfront,443,https://intercom-attachments-3.com:443,https,nginx,GET,143.204.215.101,/,-1840324437,2600:9000:214f:3000:19:1477:f380:93a1,Nginx,12,False,True,text/html,,True,https://www.intercom.com/,ipv6.6sc.co,
*.intercom-attachments-5.com,Making Internet Business Personal | Intercom,200,938063,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,cloudfront,443,https://intercom-attachments-5.com:443,https,nginx,GET,143.204.215.117,/,-1840324437,2600:9000:214f:e800:19:1477:f380:93a1,Nginx,12,False,True,text/html,,True,https://www.intercom.com/,https://www.googletagmanager.com,
